       0.805694       0.818311       0.599641       0.405775      -0.132726       0.115279     0.00390521       0.172529     -0.0373549      -0.680449       -0.65912      -0.556762      -0.674648      -0.500468      -0.656377      -0.964167      -0.971291      -0.999916       -0.99464      -0.976971      -0.992181      -0.985476        -0.9791      -0.903192      -0.557541      -0.356693      -0.303551       0.210134       0.221608     -0.0264456       -0.52013        -0.6175      -0.450136      -0.435033      -0.315199       0.359106       0.579483       0.674804       0.501335       0.417594       0.823509       0.872804       0.979046       0.997084       0.876679       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.599641       0.405775      -0.132726       0.115279     0.00390521       0.172529     -0.0373549      -0.680449       -0.65912      -0.556762      -0.674648      -0.500468      -0.656377      -0.964167      -0.999916      -0.971291       -0.99464      -0.976971      -0.992181      -0.985476        -0.9791      -0.903192      -0.557541      -0.356693      -0.303551       0.210134       0.221608     -0.0264456       -0.52013        -0.6175      -0.450136      -0.435033      -0.315199       0.359106       0.579483       0.674804       0.501335       0.417594       0.823509       0.872804       0.979046       0.997084       0.876679       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.599641       0.405775       0.372526       0.481746     0.00390521      -0.132726       0.115279       0.172529     -0.0373549      -0.680449       -0.65912      -0.556762      -0.674648      -0.500468      -0.656377      -0.964167      -0.999916      -0.971291       -0.99464      -0.976971      -0.992181      -0.985476        -0.9791      -0.903192      -0.557541      -0.356693      -0.303551      -0.450136        -0.6175       -0.52013     -0.0264456       0.221608       0.210134      -0.435033      -0.315199       0.359106       0.579483       0.674804       0.501335       0.417594       0.872804       0.823509       0.997084       0.979046       0.876679       0.469007       0.443803       0.557599       0.805694
       0.805694       0.818311       0.599641       0.405775       0.372526       0.481746     0.00390521      -0.132726       0.115279       0.172529     -0.0373549      -0.680449       -0.65912      -0.556762      -0.674648      -0.500468      -0.656377      -0.964167      -0.999916      -0.971291       -0.99464      -0.976971      -0.992181      -0.985476        -0.9791      -0.903192      -0.557541      -0.356693      -0.303551      -0.450136        -0.6175       -0.52013     -0.0264456       0.221608       0.210134      -0.435033      -0.315199       0.359106       0.579483       0.674804       0.501335       0.417594       0.872804       0.823509       0.997084       0.979046       0.876679       0.469007       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.435033      -0.450136        -0.6175       -0.52013     -0.0264456       0.221608       0.210134      -0.303551      -0.356693      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181      -0.976971       -0.99464      -0.999916      -0.971291      -0.964167      -0.656377      -0.500468      -0.674648      -0.556762       -0.65912      -0.680449     -0.0373549       0.172529     0.00390521       0.115279      -0.132726       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.435033      -0.450136        -0.6175       -0.52013     -0.0264456       0.221608       0.210134      -0.303551      -0.356693      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181      -0.976971       -0.99464      -0.971291      -0.999916      -0.964167      -0.656377      -0.500468      -0.674648      -0.556762       -0.65912      -0.680449     -0.0373549       0.172529     0.00390521       0.115279      -0.132726       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456       -0.52013        -0.6175      -0.450136      -0.435033      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181      -0.976971       -0.99464      -0.971291      -0.999916      -0.964167      -0.656377      -0.500468      -0.674648      -0.556762       -0.65912      -0.680449     -0.0373549       0.172529     0.00390521       0.115279      -0.132726       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.435033      -0.450136        -0.6175       -0.52013     -0.0264456       0.221608       0.210134      -0.303551      -0.356693      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181      -0.976971       -0.99464      -0.971291      -0.999916      -0.964167      -0.656377      -0.500468      -0.674648      -0.556762       -0.65912      -0.680449     -0.0373549       0.172529     0.00390521       0.115279      -0.132726       0.405775       0.469007       0.372526       0.481746       0.443803       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.435033      -0.450136        -0.6175       -0.52013     -0.0264456       0.221608       0.210134      -0.303551      -0.356693      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181      -0.976971       -0.99464      -0.971291      -0.999916      -0.964167      -0.656377      -0.500468      -0.674648      -0.556762       -0.65912      -0.680449     -0.0373549      -0.132726       0.115279     0.00390521       0.172529       0.469007       0.372526       0.405775       0.599641       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.435033      -0.450136        -0.6175       -0.52013     -0.0264456       0.221608       0.210134      -0.303551      -0.356693      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181      -0.976971       -0.99464      -0.971291      -0.999916      -0.964167      -0.656377      -0.500468      -0.674648      -0.556762       -0.65912      -0.680449     -0.0373549      -0.132726       0.115279     0.00390521       0.172529       0.469007       0.372526       0.405775       0.599641       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167       -0.65912      -0.556762      -0.674648      -0.500468      -0.656377      -0.680449     -0.0373549       0.172529       0.115279      -0.132726     0.00390521       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181      -0.976971       -0.99464      -0.971291      -0.999916      -0.964167      -0.656377      -0.500468      -0.674648      -0.556762       -0.65912      -0.680449     -0.0373549      -0.132726       0.115279     0.00390521       0.172529       0.469007       0.372526       0.405775       0.599641       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167       -0.65912      -0.656377      -0.680449      -0.500468      -0.674648      -0.556762     -0.0373549       0.172529       0.115279      -0.132726     0.00390521       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167       -0.65912      -0.656377      -0.680449      -0.500468      -0.674648      -0.556762     -0.0373549       0.172529       0.115279      -0.132726     0.00390521       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167       -0.65912      -0.656377      -0.500468      -0.556762      -0.674648      -0.680449     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167       -0.65912      -0.656377      -0.680449      -0.500468      -0.674648      -0.556762     -0.0373549       0.172529     0.00390521      -0.132726       0.115279       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648      -0.500468      -0.680449      -0.656377       -0.65912      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.405775       0.599641       0.469007       0.372526       0.481746       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648      -0.500468      -0.680449      -0.656377       -0.65912      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.405775       0.481746       0.599641       0.469007       0.372526       0.443803       0.557599       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167       -0.65912      -0.656377      -0.680449      -0.500468      -0.674648      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167       -0.65912      -0.656377      -0.680449      -0.500468      -0.674648      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.656377      -0.680449      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.656377      -0.680449      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476      -0.992181       -0.99464      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.656377      -0.680449      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.656377      -0.680449      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.656377      -0.680449      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.656377      -0.680449      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.443803       0.405775       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762     -0.0373549     0.00390521      -0.132726       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
       0.805694       0.818311       0.876679       0.997084       0.979046       0.872804       0.823509       0.417594       0.501335       0.674804       0.579483       0.359106      -0.315199      -0.356693      -0.303551       0.210134       0.221608     -0.0264456      -0.435033      -0.450136        -0.6175       -0.52013      -0.557541      -0.903192        -0.9791      -0.985476       -0.99464      -0.992181      -0.976971      -0.971291      -0.999916      -0.964167      -0.674648       -0.65912      -0.680449      -0.656377      -0.500468      -0.556762      -0.132726     0.00390521     -0.0373549       0.115279       0.172529       0.372526       0.405775       0.443803       0.469007       0.481746       0.557599       0.599641       0.805694
